file	bytes	sha256	source_url	retrieved_utc
ken-french/25_Portfolios_5x5.csv	2332849	0777e37a089befee86f2e126e42898825479627db50bd02492491f9f87b20b9e	https://mba.tuck.dartmouth.edu/pages/faculty/ken.french/ftp/25_Portfolios_5x5_CSV.zip	2026-08-14T20:32Z
ken-french/49_Industry_Portfolios.csv	2258513	1aa2bd245feb954362bc91a68ceeaa21c2020e08b0c194a966de20606c1aaa51	https://mba.tuck.dartmouth.edu/pages/faculty/ken.french/ftp/49_Industry_Portfolios_CSV.zip	2026-08-14T20:32Z
